NCBI gene (formerly Entrezgene) ID	Gene name
	CYP4A27P
	CYP4A44P
260293	CYP4X1
199974	CYP4Z1
	AL450996.1
	CYP4A22-AS1
284541	CYP4A22
	MTND1P34
100874253	LINC00853
10158	PDZK1IP1
6886	TAL1
	AL135960.1
6491	STIL
51727	CMPK1
	LINC01389
2301	FOXE3
84793	FOXD2-AS1
2306	FOXD2
	AL356458.1
	RPL21P24
	ATP6V0E1P4
107984953	LINC01738
388630	TRABD2B
	AL691459.1
	AC096541.1
	LINC02794
	AL356289.1
	CYP46A4P
	SKINT1L
	AL356289.2
	AL109659.1
200010	SLC5A9
	AL109659.2
	AL109659.3
54558	SPATA6
	PPP1R8P1
	RNU6-723P
	AL356968.2
	RNU4-61P
	AL356968.1
84871	AGBL4
	AL391844.1
79656	BEND5
	AL645507.1
	AC099788.1
101929721	AGBL4-AS1
100874313	AGBL4-IT1
	AL390023.1
	ZNF859P
	AL645730.1
	MTND2P29
1996	ELAVL4
	AL583843.1
	ELAVL4-AS1
	AL592182.1
105378712	LINC02808
	AL592182.2
	AL596275.1
	HMGB1P45
	FCF1P6
63950	DMRTA2
	AL049637.1
11124	FAF1
	FAF1-AS1
	RNU6-1026P
	PHBP12
	MRPS6P2
1031	CDKN2C
100616189	MIR4421
102466656	MIR6500
284546	C1orf185
	CFL1P2
105378716	LINC01562
26994	RNF11
	AL162430.1
	AL162430.2
22996	TTC39A
	TTC39A-AS1
2060	EPS15
	AL671986.1
	RNU6-877P
	AC104170.1
	EPS15-AS1
	RNU6-1281P
	CALR4P
114883	OSBPL9
	GAPDHP51
	SLC25A6P3
	AL050343.1
4898	NRDC
	AL050343.2
	AL050343.3
100313892	MIR761
	TSEN15P2
5865	RAB3B
	RNA5SP48
	AL445685.2
	RN7SL290P
51060	TXNDC12
	AL445685.3
112970	KTI12
	AL445685.1
104355143	TXNDC12-AS1
91408	BTF3L4
9372	ZFYVE9
	RN7SL788P
	AL139156.2
	AL139156.1
	PDCL3P6
	AL139156.3
	DNAJC19P7
	ANAPC10P1
200014	CC2D1B
	AL513218.1
	AL513218.2
	PLA2G12AP1
4998	ORC1
84950	PRPF38A
23318	TUT4
	AL591167.1
	EEF1GP7
2882	GPX7
348378	SHISAL2A
65260	COA7
	NDUFS5P3
	RN7SL62P
79699	ZYG11B
	RNU2-30P
	RPS13P2
	RNU6-969P
440590	ZYG11A
	AC099677.3
55268	ECHDC2
	AC099677.1
	AC099677.2
6342	SCP2
	AC099677.4
	AC099677.6
	AC099677.5
	H3P2
	RRAS2P1
	TUBBP10
127435	PODN
	AL445183.1
	HIGD1AP11
6512	SLC1A7
	AL445183.2
	AL606760.4
1376	CPT2
	AL606760.2
54987	CZIB
	AL606760.3
4116	MAGOH
100507564	AL606760.1
7804	LRP8
	AL355483.3
	AL355483.1
	AL355483.2
105378732	LINC01771
	AC119428.2
	AC119428.1
	LINC02812
163742	SLC25A3P1
	AL365445.1
63948	DMRTB1
148979	GLIS1
	RNU7-95P
55706	NDC1
	AL049745.1
	AL049745.2
54432	YIPF1
1733	DIO1
51668	HSPB11
115353	LRRC42
	HNRNPA3P12
388633	LDLRAD1
9528	TMEM59
	AL353898.3
127428	TCEANC2
100616315	MIR4781
	AL353898.1
	AL353898.2
	AL357673.1
200008	CDCP2
	AL357673.2
606495	CYB5RL
51253	MRPL37
23648	SSBP3
619518	SSBP3-AS1
	AL161644.1
	AL035415.1
	AC099796.2
	LINC02784
	AC099796.1
	HNRNPA1P63
26027	ACOT11
338094	FAM151A
	AL590093.1
374977	MROH7
	MROH7-TTC4
7268	TTC4
25973	PARS2
55001	TTC22
	AC096536.1
163747	LEXM
1718	DHCR24
	AC096536.3
	AC096536.2
	DHCR24-DT
105378736	AL590440.2
199964	TMEM61
	AL590440.1
7809	BSND
255738	PCSK9
23358	USP24
109729135	MIR4422HG
	GYG1P3
100616272	MIR4422
	AL603840.1
	GOT2P1
	MTCO2P34
	RN7SKP291
	RNU6-830P
105378738	LINC01755
105378739	LINC01753
	PIGQP1
	AL353681.1
	AC119674.1
	AC119674.2
	RPSAP20
105378744	LINC01767
8613	PLPP3
	RPL21P23
	RPL23AP85
	AC099789.1
5563	PRKAA2
199920	FYB2
	AL360295.1
731	C8A
732	C8B
	AL161740.1
1600	DAB1
	AL390243.1
	RPS20P5
101926890	DAB1-AS1
	HNRNPA1P6
	RPS26P15
	AL445193.2
	AL445193.1
	AL357373.1
115209	OMA1
	AL035411.3
	AL035411.2
	RN7SL713P
4070	TACSTD2
	AL035411.1
114803	MYSM1
	AL136985.3
3725	JUN
	LINC01135
	AL136985.2
	AL136985.1
105378753	LINC02777
	LINC01358
	PHBP3
	AL592431.2
	AL592431.1
729467	HSD52
	AC093424.1
55277	FGGY
100616409	MIR4711
	AL035416.1
51361	HOOK1
1573	CYP2J2
	RN7SL475P
127795	C1orf87
	PGBD4P8
	LINC02778
105378763	LINC01748
101926964	AC099792.1
4774	NFIA
100996570	NFIA-AS2
645030	NFIA-AS1
	AC099791.3
	AC099791.4
	AC099791.1
83941	TM2D1
	AC099791.2
10207	PATJ
	RNU6-414P
	RNU6-1177P
	LAMTOR5P1
	RN7SL180P
100422902	MIR3116-1
100422946	MIR3116-2
	PIGPP2
	RPS15AP7
54596	L1TD1
	AL162739.1
163782	KANK4
	RNU6-371P
7398	USP1
85440	DOCK7
	AL451044.1
27329	ANGPTL3
	AL138847.2
	AL138847.1
	AC103923.1
84938	ATG4C
	AC099794.1
	AC099794.2
105378769	LINC01739
	AL162400.3
	AL162400.1
	AL162400.2
	AC096543.1
	LINC00466
	RNA5SP49
	AC096543.2
	RPSAP65
100996301	FOXD3-AS1
27022	FOXD3
102464823	MIR6068
	AL049636.1
29929	ALG6
23421	ITGB3BP
102724319	BX004807.1
84455	EFCAB7
	RN7SL488P
	RNU7-123P
	DLEU2L
	AL109925.3
	AL109925.6
	AL109925.4
	AL109925.2
	AL109925.5
	AL109925.1
5236	PGM1
	RN7SL130P
4919	ROR1
	AL161742.1
	CFL1P3
	RNU6-809P
	AL138793.1
101927034	ROR1-AS1
	AL445205.1
148581	UBE2U
	RNU7-62P
57685	CACHD1
100616338	MIR4794
55225	RAVER2
3716	JAK1
	AL606517.2
	AL606517.1
	LINC01359
	SLC2A3P2
	AL357078.2
	RNU6-1176P
100500854	MIR3671
406893	MIR101-1
	AL357078.1
	MRPS21P1
205	AK4
	RPS29P7
9829	DNAJC6
	AL139294.1
	COX6CP13
	RNU2-15P
54741	LEPROT
3953	LEPR
	AC119800.1
	AC097063.1
	AL513493.1
	RN7SL854P
5142	PDE4B
101927139	PDE4B-AS1
	RNU4-88P
84251	SGIP1
100422871	MIR3117
	AL139147.1
200132	TCTEX1D1
10022	INSL5
79819	WDR78
	AL592161.1
57708	MIER1
23169	SLC35D1
400757	C1orf141
	AL133320.1
	AL133320.2
149233	IL23R
	RNU6-586P
	RNU4ATAC4P
	DNAJB6P4
3595	IL12RB2
26135	SERBP1
	RNU6-387P
	LINC01702
	RNU6-1031P
	AL590559.1
	RN7SL392P
	HNRNPCP9
1647	GADD45A
55970	GNG12
	RNU7-80P
100289178	GNG12-AS1
	AL157407.1
9077	DIRAS3
	ARL5AP3
79971	WLS
	CTBP2P8
100302279	MIR1262
	RPS7P4
	COX6B1P7
	ELOCP18
	AL139413.1
6121	RPE65
55635	DEPDC1
	AL138789.1
101927220	DEPDC1-AS1
	TXNP2
	AL035412.1
	AL033530.1
	AL691520.1
105378785	LINC01707
	LINC02791
105378788	LINC01758
	AL359894.1
57554	LRRC7
	SGO1P1
	AL117353.1
	RN7SL538P
5301	PIN1P1
	LRRC7-AS1
55631	LRRC40
	RN7SL242P
9295	SRSF11
	AL353771.1
81573	ANKRD13C
11147	HHLA3
	HHLA3-AS1
1491	CTH
	AL354872.2
	AL354872.1
	CHORDC1P5
	CASP3P1
101927244	LINC01788
	AL513285.1
5733	PTGER3
	AL031429.1
	AL031429.2
	ZRANB2-AS1
9406	ZRANB2
406962	MIR186
	ZRANB2-AS2
	AL358453.1
257194	NEGR1
	AL354949.1
	AL359821.1
100852409	NEGR1-IT1
	GDI2P2
	AL513166.1
	RPL31P12
	AL583808.1
	RNU6-1246P
	LINC02796
	LINC02797
	AL732618.1
	KRT8P21
	RN7SKP19
101927295	LINC01360
	LINC02238
	RNA5SP50
	AL591463.1
	RNU4ATAC8P
127255	LRRIQ3
8790	FPGT
100526835	FPGT-TNNI3K
51086	TNNI3K
	AC093158.1
	AC105271.1
105378803	LRRC53
127254	ERICH3
101927320	ERICH3-AS1
	AC135803.1
1429	CRYZ
127253	TYW3
	AC133865.1
	AC099786.3
	AC099786.1
431707	LHX8
	AC099786.2
	RNU6-622P
204962	SLC44A5
	AC093156.1
	RNU6-503P
	AL096829.1
	AL137803.1
34	ACADM
	DLSTP1
5876	RABGGTB
692085	SNORD45C
26805	SNORD45A
26804	SNORD45B
4438	MSH4
127247	ASB17
	AC092813.1
	AC092813.2
256435	ST6GALNAC3
	AC103592.1
	AC104458.1
	TPI1P1
	RNU6-161P
110806286	LINC02567
81849	ST6GALNAC5
102466995	MIR7156
	AL035409.2
	AL035409.1
10026	PIGK
	AC113935.1
	AC093433.1
	AC093433.2
26289	AK5
	AC095030.1
	RNU7-8P
	AC093575.1
26009	ZZZ3
	RNA5SP20
	RN7SL370P
23032	USP33
	ACTG1P21
374986	MIGA1
	RNA5SP21
	AC138392.1
	NSRP1P1
	HSPE1P25
374987	NEXN-AS1
91624	NEXN
8880	FUBP1
11080	DNAJB4
54810	GIPC2
	AC103591.3
	AC103591.4
	AC103591.2
	RNU6-1102P
	AC103591.1
	RNA5SP22
	RNFT1P2
149047	MGC27382
5737	PTGFR
	AC096531.1
	RNA5SP23
10964	IFI44L
10561	IFI44
	AC104837.2
	AC104837.1
64123	ADGRL4
	PSAT1P3
	AL353651.1
	AL353651.2
	LINC02792
	ADH5P2
	AC099671.1
	AC098657.1
	AC098657.2
	AC098657.3
	HMGB1P18
	AL606519.1
	HNRNPA1P64
	AL596276.1
	AL596276.2
	AL136234.1
101927412	LINC01781
	MTND2P30
	RPL7P10
	AL357632.1
	AC093154.1
	RN7SKP247
23266	ADGRL2
	HNRNPA3P14
	ARID3BP1
	AL138799.1
101927434	AL138799.3
	MED28P8
	AC117944.1
	AL138799.2
	ST13P20
	AL157944.1
103283057	LINC01362
101927498	LINC01361
	AC116099.1
	LINC01712
101927560	LINC01725
101927587	LINC01725
	AL035706.1
79739	TTLL7
	TTLL7-IT1
	AC104454.1
	AC104454.2
	AL359504.1
5567	PRKACB
	TXN2P1
	NEDD8P1
	AL359273.1
148418	SAMD13
	AL359273.2
	UOX
58511	DNASE2B
	AL844170.1
80135	RPF1
2787	GNG5
	AL359762.3
100505741	SPATA1
1486	CTBS
	AL359762.1
	AL359762.2
439927	LINC01555
	AC114482.1
117178	SSX2IP
	AC104169.1
23566	LPAR3
255231	MCOLN2
126820	WDR63
55283	MCOLN3
100616481	MIR4423
	AL603750.1
84144	SYDE2
148423	C1orf52
	AL590113.1
8915	BCL10
	AL078459.1
23576	DDAH1
	AL360219.1
	AL360219.2
	AC092807.4
	AC092807.3
3491	CCN1
	AC092807.1
	AC092807.2
54680	ZNHIT6
255631	COL24A1
	RNA5SP51
	AC104455.1
	LINC02795
57489	ODF2L
102465842	MIR7856
	AC119749.1
9635	CLCA2
1179	CLCA1
22802	CLCA4
	CDCA4P2
	CLCA4-AS1
9629	CLCA3P
105378828	CLCA4-AS1
51100	SH3GLB1
	AL049597.1
	AL355981.1
9403	SELENOF
9653	HS2ST1
	AL121989.1
	AC093155.3
	AC093155.2
	AC093155.1
339524	LINC01140
101927844	LINC02801
8543	LMO4
100505768	LINC01364
	RNA5SP52
101927891	PKN2-AS1
	AL445437.1
	AL049861.1
	AL445438.1
	RN7SL583P
	AC093578.1
	AC093578.2
	RPL36AP10
5586	PKN2
	RNU6-125P
	ELOCP19
2959	GTF2B
	AL445991.1
56267	KYAT3
494115	RBMXL1
2635	GBP3
2633	GBP1
	PTGES3P1
2634	GBP2
	AC104459.1
388646	GBP7
115361	GBP4
	AC099063.4
	AC099063.3
115362	GBP5
	AC099063.1
	AC099063.2
	BX119321.1
163351	GBP6
	CAPNS1P1
400759	GBP1P1
	AL596214.1
23507	LRRC8B
	AC099569.1
400761	LRRC8C-DT
	AC093423.2
84230	LRRC8C
	AC093423.3
	AC093423.1
	AC099568.1
	AC099568.2
55144	LRRC8D
	AL391497.1
	RN7SKP272
	GEMIN8P4
284695	ZNF326
	AL161797.1
	AC098656.1
	RNU6-695P
	AL627316.1
	LINC02787
109616984	SNORD3G
343472	BARHL2
	AC092805.1
105378853	LINC02609
	LINC02788
	LINC01763
	AC091614.1
	PHKA1P1
84146	ZNF644
	RPL5P6
164045	HFM1
	FEN1P1
8317	CDC7
	WDR82P2
	AL714022.1
	HSP90B3P
7049	TGFBR3
	RN7SL653P
676	BRDT
253152	EPHX4
	LPCAT2BP
646817	SETSIP
284697	BTBD8
	GAPDHP46
	PRKAR1AP1
	AC104836.1
	AL663109.1
388649	C1orf146
	ACTBP12
11146	GLMN
79871	RPAP2
	RN7SL824P
2672	GFI1
7813	EVI5
	AL354890.1
	HMGB3P9
	RNU4-59P
	AC104332.1
	H3P3
	CCNJP2
6125	RPL5
388650	DIPK1A
6083	SNORD21
26782	SNORA66
	AL162740.1
	AL449283.1
	RNU6-970P
	RN7SL692P
	AC093577.1
	RNU6-210P
	RN7SKP123
22823	MTF2
50999	TMED5
343099	CCDC18
	AC126124.2
	AC126124.1
	CCDC18-AS1
	AL139421.1
1810	DR1
	AL137159.1
54874	FNBP1L
	RNA5SP53
8412	BCAR3
723788	BCAR3
	BCAR3-AS1
100126348	MIR760
	AL049796.1
30836	DNTTIP2
2730	GCLM
	CHCHD2P5
	MTND4P11
	MTND3P21
	MTCO3P21
	MTATP6P13
	AL117351.2
	MTCO2P21
	MTCO1P21
	AL117351.1
24	ABCA4
	AC093579.1
9411	ARHGAP29
	RN7SL440P
107985092	ARHGAP29-AS1
	GAPDHP29
	AC097059.1
	AC118469.1
	AC118469.2
5825	ABCD3
2152	F3
	AC093117.1
101928079	SLC44A3-AS1
	KATNBL1P2
100616321	MIR378G
126969	SLC44A3
1266	CNN3
	AC105942.1
199857	ALG14
101928098	ALG14-AS1
148534	TLCD4
100527978	TLCD4-RWDD3
	AC092802.3
101928118	AC092802.1
25950	RWDD3
	AC092802.2
	AC092802.4
100996630	LINC01760
	LINC01650
	AL445218.1
440594	LINC01761
100996635	LINC02607
	AL683887.1
102723661	LINC02790
	RNU1-130P
101928241	LINC01787
	AC092393.1
	UBE2WP1
	EEF1A1P11
	RN7SL831P
	NDUFS5P2
	RPL7P9
	RN7SKP270
58155	PTBP2
1806	DPYD
100873932	DPYD-AS1
	DPYD-IT1
	SEC63P1
	RPL26P9
	AC114878.1
100873933	DPYD-AS2
	AC114878.2
400765	MIR137HG
	BX005019.1
100616452	MIR2682
406928	MIR137
	AC104453.1
	NFU1P2
729987	LINC01776
	AC095031.1
51375	SNX7
163404	PLPPR5
100129620	AL445433.2
	AL445433.1
9890	PLPPR4
	AL365220.1
101928270	LINC01708
54873	PALMD
	HMGB3P10
391059	FRRS1
	RNU4-75P
	AC096949.1
178	AGL
	AC118553.1
23443	SLC35A3
	AC118553.2
	RNU6-750P
	RNU6-1318P
64645	MFSD14A
	AC093019.2
163786	SASS6
	AC093019.1
54482	TRMT13
127495	LRRC39
1629	DBT
	RPL23AP90
	BRI3P1
	AL445928.2
	AL445928.1
	RTCA-AS1
8634	RTCA
693138	MIR553
	AC104457.1
	AC104457.2
8556	CDC14A
	BCAS2P2
	AL589990.1
54112	GPR88
	AC099670.1
	LINC01349
	AC099670.3
	AC099670.2
7412	VCAM1
2135	EXTL2
	AC104506.1
148867	SLC30A7
	HNRNPA1P68
51611	DPH5
	AC093157.2
	AC093157.1
	AC093157.3
	AC119501.1
	AL109741.1
1901	S1PR1
	AL109741.2
	PPIAP7
104355286	LINC01307
	LINC01709
	RNU6-965P
	RPSAP19
118427	OLFM3
	RNU6-352P
	AL356280.1
	DNAJA1P5
	AC114485.1
	AC099567.1
1301	COL11A1
	SOD2P1
	AC095032.2
101928436	AC095032.1
	RN7SKP285
55599	RNPC3
280	AMY2B
	ACTG1P4
279	AMY2A
276	AMY1A
	AC105272.1
277	AMY1B
	AMYP1
278	AMY1C
	AL136455.1
100129138	AC092506.1
	FTLP17
	AL591888.1
	CDK4P1
101928476	LINC01676
	SEPTIN2P1
	AL512844.2
	AL512844.1
	LINC01677
	AL355306.2
	AL355306.1
	AL499605.1
	AL596327.1
	MTATP6P14
	MTCO1P14
	LINC01661
55170	PRMT6
22854	NTNG1
	AC114491.1
10451	VAV3
102465839	MIR7852
100873946	VAV3-AS1
	LINC02785
29957	SLC25A24
	AL359258.2
	AL359258.3
148545	NBPF4
	AL359258.1
	SLC25A24P1
	NBPF5P
	SLC25A24P2
	AL390038.1
653149	NBPF6
	AL392088.2
	ST13P21
	AL392088.1
284611	FAM102B
113802	HENMT1
	AL160171.1
55119	PRPF38B
163479	FNDC7
	AL591719.2
6814	STXBP3
	AL591719.1
254268	AKNAD1
642864	SPATA42
29899	GPSM2
23155	CLCC1
22911	WDR47
	BX679664.2
	BX679664.3
	BX679664.1
	RANP5
6884	TAF13
	AL356488.3
56900	TMEM167B
677766	SCARNA2
	AL356488.2
	AL356488.1
127003	C1orf194
57535	ELAPOR1
6301	SARS1
1952	CELSR2
84722	PSRC1
343263	MYBPHL
6272	SORT1
5686	PSMA5
284612	SYPL2
127002	ATXN7L2
284613	CYB561D1
57463	AMIGO1
83873	GPR61
	AL355310.3
2773	GNAI3
	RNU6V
	AL355310.1
406974	MIR197
2780	GNAT2
271	AMPD2
	AL355310.2
	RPL7P8
2948	GSTM4
2946	GSTM2
2944	GSTM1
	AC000032.1
2949	GSTM5
	AL158847.1
2947	GSTM3
79574	EPS8L3
	NDUFA5P10
	LINC01768
	AL450468.1
	AL450468.2
1435	CSF1
10768	AHCYL1
85369	STRIP1
	AL160006.1
257	ALX3
104355139	LINC01397
164153	UBL4B
388662	SLC6A17
	AL355990.1
	AL355990.2
	LINC02586
3749	KCNC4
	AL137790.2
	AL137790.1
440600	RBM15-AS1
64783	RBM15
	LAMTOR5-AS1
9122	SLC16A4
	AL355488.1
10542	LAMTOR5
84432	PROK1
	AL358215.1
	AL358215.2
	AL358215.3
643160	CYMP
440602	CYMP-AS1
3744	KCNA10
3737	KCNA2
	AL365361.1
3738	KCNA3
	AL354713.1
	NRBF2P3
	OR11I1P
963	CD53
	AL360270.2
	AL360270.1
55791	LRIF1
	AL360270.3
	CCNT2P1
	RNA5SP54
128338	DRAM2
10390	CEPT1
	AL355816.1
	AL355816.2
79961	DENND2D
1117	CHI3L2
	CHIAP1
149620	CHIAP2
27159	CHIA
	AL356387.1
	AL356387.2
128344	PIFO
	CHIAP3
	HIGD1AP12
441897	PGBP
5016	OVGP1
	AL390195.2
	UBE2FP3
	AL390195.1
79084	WDR77
515	ATP5PB
128346	C1orf162
57413	TMIGD3
	RNU6-792P
140	ADORA3
5906	RAP1A
	LINC01160
	KRT18P57
	RNU6-151P
55924	INKA2
	INKA2-AS1
101928718	AL049557.1
11218	DDX20
3752	KCND3
100874295	KCND3-IT1
	KCND3-AS1
643355	LINC01750
105378909	LINC02884
	TXNP3
	AL591521.1
55917	CTTNBP2NL
100422976	MIR4256
7482	WNT2B
	AL354760.1
54879	ST7L
829	CAPZA1
	MRPL53P1
	RNU7-70P
4343	MOV10
	AL603832.1
389	RHOC
	AL603832.3
333926	PPM1J
	AL603832.2
284467	TAFA3
	NUTF2P4
100996702	LINC01356
	LINC01357
	AL390729.1
6566	SLC16A1
	AKR7A2P1
100506392	SLC16A1-AS1
	AL390242.1
100996251	LRIG2-DT
9860	LRIG2
	RLIMP2
	AL357055.1
	AL357055.2
260425	MAGI3
	AL391058.1
	MTND5P20
10745	PHTF1
	AL133517.1
54665	RSBN1
	AL137856.1
26191	PTPN22
100287722	AP4B1-AS1
440603	BCL2L15
10717	AP4B1
64858	DCLRE1B
101928846	HIPK1-AS1
204851	HIPK1
56944	OLFML3
	AL591742.1
	AL591742.2
148281	SYT6
	AL121999.1
	MRPL57P1
	AL035410.2
51592	TRIM33
	AL035410.1
	EIF2S2P5
	PKMP1
10286	BCAS2
163259	DENND2C
270	AMPD1
	RN7SL432P
4893	NRAS
7812	CSDE1
	RNY1P13
80143	SIKE1
	NR1H5P
6847	SYCP1
7252	TSHB
10100	TSPAN2
	LINC01765
	AL049825.1
112840934	NGF-AS1
4803	NGF
	AL512638.3
	AL512638.1
	AL512638.2
	ELOCP20
	CNOT7P2
	AL592436.2
	RN7SL420P
	AL592436.1
81839	VANGL1
845	CASQ2
4808	NHLH2
	HNRNPA1P43
	LINC01649
	AL357137.1
55356	SLC22A15
	AL365318.1
126868	MAB21L3
	LINC01779
	AL355538.1
	AL355538.2
476	ATP1A1
84852	ATP1A1-AS1
	RNU6-817P
101929023	LINC01762
	AL136376.1
	AL390066.1
	AL390066.2
	AL390066.3
965	CD58
	NAP1L4P1
100616384	MIR548AC
3321	IGSF3
	MIR320B1
388667	LINC02868
	GAPDHP64
	NEFHP1
914	CD2
	FTH1P22
	AL157904.1
5738	PTGFRN
	RNA5SP55
9398	CD101
101929099	AL445231.1
8458	TTF2
100126331	MIR942
80263	TRIM45
	RPS15AP9
79679	VTCN1
104355292	LINC01525
	AL358072.1
10905	MAN1A2
	AL157902.2
	VPS25P1
	AL157902.1
54855	TENT5C
	VDAC2P3
	AL390877.1
	AL390877.2
	PNRC2P1
54834	GDAP2
10885	WDR3
200162	SPAG17
	AL391557.1
	RNA5SP56
	PSMC1P12
	AL139148.1
6913	TBX15
105378933	AL139420.1
	AL139420.2
10352	WARS2
	WARS2-IT1
	RBMX2P3
	RPS3AP12
101929147	WARS2-AS1
	RPL6P2
	AL359915.1
105378934	LINC01780
	RNU1-75P
51179	HAO2
100874270	HAO2-IT1
3284	HSD3B2
	GAPDHP74
	HSD3BP2
	GAPDHP23
	HSD3BP1
	GAPDHP58
3283	HSD3B1
	GAPDHP32
	HSD3BP3
	GAPDHP27
	HSD3BP4
	GAPDHP33
644242	LINC00622
	HSD3BP5
90874	ZNF697
26227	PHGDH
3158	HMGCS2
83998	REG4
343505	NBPF7
	PFN1P9
	NOTCH2P1
11085	ADAM30
4853	NOTCH2
	AC245008.1
	RNU6-465P
9554	SEC22B
	AC244669.2
	7SK
	AC244669.1
	U1
728841	NBPF8
767846	PFN1P2
	AC241952.1
	U2
	NOTCH2NLR
101060684	NBPF26
	AC253572.1
101954277	RNVU1-19
653505	PPIAL4A
	AC241377.3
	LINC00623
101954264	RNVU1-4
101954268	RNVU1-4
	AC241377.4
101929798	AC241377.2
	AC241377.1
	FCGR1B
	AC244453.3
	AC244453.2
	H2BP1
	AC244453.1
	H3P4
	RPL22P6
653820	FAM72B
653464	SRGAP2C
	AC243994.1
100873165	SRGAP2-AS1
	LINC02798
	AL592494.1
	MTIF2P1
	AL592494.2
647121	EMBP1
	LINC01691
	AC242852.1
	AC242852.2
	AC239859.5
	RNA5SP533
	AC239859.3
	AC239859.4
	NKAIN1P1
	AC239859.2
	LINC02799
	AC239859.1
	NBPF17P
	PFN1P12
	RNU1-114P
101954269	RNVU1-17
	RNVU1-23
26863	RNVU1-18
	AC239800.2
	AC239800.1
	FAM91A3P
	AC239800.3
103091866	LINC02591
	RNU1-143P
	AC239798.1
	AC239798.2
	FCGR1CP
	H2BP2
440686	H3-2
	AC246680.1
	RPL22P5
554282	FAM72C
	SRGAP2D
	IGKV1OR1-1
	AC244015.1
	AC244015.2
645166	LINC02802
100996732	LINC02802
107985200	LINC02802
	RNA5SP529
	DRD5P2
101927429	AC245595.1
730262	PPIAL4E
	AC246785.4
101954267	RNVU1-15
	AC246785.3
	AC246785.2
284565	NBPF15
	PFN1P6
	AC246785.1
	RNVU1-26
6063	RNVU1-2A
	RNVU1-28
728945	PPIAL4F
	LINC01632
	FP700111.1
	FP700107.1
	RNA5SP59
	FP700111.2
	FP700111.3
647135	SRGAP2B
	AC242498.1
728833	FAM72D
	AC241585.3
	LINC01145
	RNU1-153P
	AC241585.2
	AC241585.1
645142	PPIAL4D
	AC245014.2
	AC245014.3
101954266	RNVU1-14
	AC245014.1
100288142	NBPF20
	PFN1P3
	RNU1-154P
	AC239860.3
	RNVU1-31
	AC239860.4
	AC239860.2
	AC239860.1
101929780	NBPF25P
653519	GPR89A
5174	PDZK1
11126	CD160
27246	RNF115
10623	POLR3C
200035	NUDT17
10401	PIAS3
102466191	MIR6736
148741	ANKRD35
8515	ITGA10
	AC243547.1
8799	PEX11B
9939	RBM8A
114814	GNRHR2
105371260	LIX1L-AS1
	AC243547.3
128077	LIX1L
284615	ANKRD34A
	AC243547.2
84265	POLR3GL
10628	TXNIP
148738	HJV
	AC239799.2
101954276	RNVU1-6
	LINC01719
100132406	NBPF10
388677	NOTCH2NLA
	AC239799.1
	RNU6-1071P
	NUDT4P2
	SEC22B4P
105371242	PPIAL4H
	RNVU1-29
100996756	AC245407.2
	RNVU1-25
	AC245407.1
	HYDIN2
	RNA5SP536
	AC241929.1
149013	NBPF12
	PFN1P8
	AC244394.2
	NBPF13P
	AC244394.1
	RNU1-151P
	AC241584.1
101447996	RNVU1-8
	AC241584.2
5565	PRKAB2
	PDIA3P1
	AC242426.2
2330	FMO5
	CCT8P1
	RPL7AP15
9557	CHD1L
100289211	LINC00624
	AC242426.1
	OR13Z1P
	AC242425.1
	OR13Z2P
	OR13Z3P
607	BCL9
	AC242628.1
51205	ACP6
	RN7SL261P
	AC241644.1
2702	GJA5
	AC241644.3
	AC241644.2
	AC239801.1
2703	GJA8
51463	GPR89B
	PDZK1P1
	AC239803.1
	LINC02804
	RNU1-129P
26864	RNVU1-7
	PDE4DIPP1
200030	NBPF11
	PFN1P4
	ABHD17AP1
	LINC02805
	AC239809.3
	RNA5SP57
	AC239809.1
	AC239809.2
	RNVU1-22
	LINC01731
	AC245100.3
	LINC01138
	LINC02806
	AC245100.1
	AC245100.5
100847044	MIR5087
	RNVU1-21
	AC245100.6
101954273	RNVU1-1
	RNU1-155P
102466225	MIR6077
	RNVU1-2
	AC245100.4
101954272	RNVU1-3
	AC245100.2
	AC245100.8
	AC245100.7
644591	PPIAL4G
	RNVU1-27
25832	NBPF14
100996763	NOTCH2NLB
	RNU6-1171P
440672	NUDT4B
	SEC22B3P
	AC245389.1
9659	PDE4DIP
	RN7SKP88
	RNU2-38P
	AC239802.1
	AC239802.2
	AC239804.1
400818	NBPF9
	AC239804.2
	RNVU1-24
	AC245297.3
	AC245297.1
	AC245297.2
	SEC22B2P
100996717	NOTCH2NLC
	AC242842.3
101060226	NBPF19
653598	PPIAL4C
57234	LINC00869
388692	LINC00869
	AC242842.2
	AC242842.1
	RNVU1-30
	FAM91A2P
	AC243772.3
	RNU1-68P
	AC243772.1
2209	FCGR1A
440689	H2BC18
	AC243772.2
653604	H3C13
8370	H4C14
126961	H3C14
8337	H2AC18
	H2BC19P
	H2BC20P
723790	H2AC19
333932	H3C15
554313	H4C15
	AC239868.1
8349	H2BC21
8338	H2AC20
317772	H2AC21
51027	BOLA1
9900	SV2A
10262	SF3B4
10903	MTMR11
56957	OTUD7B
	AC244033.2
	AC244033.1
11311	VPS45
51177	PLEKHO1
	AC242988.2
	RN7SL480P
81611	ANP32E
	RNU2-17P
	AC242988.1
23632	CA14
51107	APH1A
79630	C1orf54
148523	CIART
54460	MRPS21
9129	PRPF3
23248	RPRD2
80222	TARS2
102465529	MIR6878
1893	ECM1
100874054	FALEC
	ADAMTSL4-AS2
54507	ADAMTSL4
100422997	MIR4257
